1,E. D. Abbott Ltd, Abbott of Farnham E D Abbott Limited was a British coachbuilding business based in Farnham Surrey trading under that name from 1929. A major part of their output was under sub-contract to motor vehicle manufacturers. Their business closed in 1972.
1,Thune, Thunes Mekaniske Værksted A/S Thune for short was a Norwegian manufacturing company that among other things built locomotives. The production facilities were last located at Skøyen.
1,Teo LT, Teo LT (until 2006 called Lietuvos Telekomas) is a telecommunications company in Lithuania.
1,Sparebanken NOR, Union Bank of Norway branded as Sparebanken NOR was Norway's largest savings bank between 1990 and 1999. The bank was created as a merger between Sparebanken ABC and four other regional savings banks. The new bank had its headquarters in Oslo and was in existence until 1999 when it merged with Gjensidige to form Gjensidige NOR.
1,Yottaquest, Yottaquest is an American gaming store in Mt. Healthy Ohio. The store was founded in 2004 by Matthew Fay and since then has increased its business an average of 25% a year even during the recession.The store specializes in board games role playing games and card games. They carry a selection of both new and used games including hard to find older editions. Yottaquest also stocks or demos new and independent games.
1,More (store), More is a pan-India retail chain operated by the Aditya Birla Group company Aditya Birla Retail Ltd. Currently it has 509 supermarkets and 15 hypermarkets across the country. It plans to increase it to 1300 supermarkets and 65 hypermarkets respectively by 2016.Aditya Birla Retail Limited provides customers products under its own labels. Private label Food Brands include Feasters Kitchen's Promise and Best of India.
1,Visionx, VISIONx Inc. is a private Canadian technology company that offers software and complete system solutions for computer-based visual inspection machine vision and high-accuracy measurement[citation needed] .
1,CNP Assurances, CNP Assurances S.A. is a major French insurance corporation. CNP stands for Caisse Nationale de 'Prévoyance. It is listed on the Fortune Global 500. The company was formed in 1959 as a subsidiary of Caisse des dépôts et consignations which continues to hold approximately 40% of the company.
1,State Employees Credit Union, State Employees' Credit Union (SECU) is a state chartered credit union headquartered in Raleigh North Carolina regulated under the authority of the Credit Union Division of the NC Department of Commerce. SECU member deposits are insured by National Credit Union Administration (NCUA) of the U.S. federal government. SECU is the second largest natural member credit union in the United States both in asset size and in membership.
1,Southern Fried Records, Southern Fried Records is a London-based independent electronic dance music record label founded and owned by Norman Cook better known by his stage name Fatboy Slim.
1,Michael Best & Friedrich LLP, Michael Best & Friedrich LLP is a U.S. law firm with more than 220 attorneys and offices located in Milwaukee Madison Waukesha and Manitowoc Wisconsin; Chicago Illinois; Washington D.C; and Salt Lake City Utah.
1,Flirtomatic, Flirtomatic is an online flirting and social networking service for people connected to the Internet via mobile phone or PC. Operated by Handmade Mobile Entertainment Flirtomatic was named the number one mobile dating site in the U.S.
1,Covisint, Covisint is an American information technology company established in 2000 by a consortium of organizations including General Motors Ford and DaimlerChrysler. In February 2004 Compuware Corporation acquired Covisint.Initially focused in the automotive industry they have expanded into the healthcare oil and gas government and financial services.[citation needed] Covisint is located in the Compuware World Headquarters in Detroit Michigan.
1,Bewley's, Bewley's Limited is an Irish company established in 1840 that produces tea and coffee for retail sale. The company is owned by Campbell Bewley Group Ltd.Bewley's has significant coffee roasting facilities in Ireland capable of roasting approximately 2000 tonnes of coffee beans per annum. The company has operations in the United States; in the Boston area under the Rebecca's Cafe name and in California as Java City.
1,Southern and Eastern Norway Pharmaceutical Trust, Southern and Eastern Norway Pharmaceutical Trust (Norwegian: Sykehusapotekene ANS) is a health trust owned by Southern and Eastern Norway Regional Health Authority that operates nineteen hospital pharmacies.
1,Crane & Co., Crane & Co. based in Dalton Massachusetts is a manufacturer of cotton-based paper products used in the printing of national currencies passports and banknotes as well as in social business industrial and technical applications. Crane remains the predominant supplier of paper for use in U.S. currency (Federal Reserve Notes).
1,Jai Balaji group, Jai Balaji Group is a Primary Steel Plant with Captive Power Generation and plants in nine locations. It also has plans to set up a Mega Steel Cement and Power Project at Raghunathpur.
1,Rochester Products Division, Rochester Products Division (RPD) was a division of General Motors that manufactured carburetors and related components including emissions control devices and cruise control systems in Rochester New York. In 1995 Rochester became part of Delphi which in turn became a separate company four years later and continues to manufacture fuel injection systems in Rochester.
1,Papa Cantella's Sausages, Papa Cantella’s Inc. is a family owned and operated Southern California-based sausage producer. Papa Cantella’s currently produces both fresh and fully cooked sausages. Papa Cantella’s company motto is: We’ll make you a sausage you can’t refuse.
1,Orex Exploration, Orex Exploration is a Canadian advanced stage junior gold exploration company headquartered in Montreal Quebec. It operates in Nova Scotia Canada with a focus on exploring former gold mines and properties in the Goldboro Nova Scotia and surrounding areas of Guysborough County Nova Scotia.The properties owned by Orex were the sites of the former Boston Richardson Mine Dolliver Mountain Mine West Goldbrook Mine and East Goldbrook Mine which operated between 1892 and 1912.
1,Centurion Bank of Punjab, The Centurion Bank of Punjab (formerly Centurion Bank) was an Indian private sector bank that provided retail and corporate banking services. It operated on a strong nationwide franchise of 403 branches and had over 5000 employees. The Bank's shares were listed on the major Indian stock exchanges and on the Luxembourg Stock Exchange. On 23 May 2008 HDFC acquired Centurion Bank of Punjab.
1,Australian Film Commission, The Australian Film Commission (AFC) was an Australian government agency with a mandate to promote the creation and distribution of films in Australia as well as to preserve the country's film history. It also had a production arm responsible for production and commissioning of films for the Australian Government. It was established by the Whitlam Government in 1975 as the successor to the Australian Film Development Corporation set up by the Gorton Government.
1,Breast Cancer Alliance, The Breast Cancer Alliance (BCA) is the fourth largest non-profit private funding provider to breast cancer research in the United States. It was founded in 1996 by Mary Waterman and its headquarters are in Greenwich Connecticut. The mission of the BCA is to fund innovative breast cancer research and to promote breast health through education and outreach. Breast cancer survivors their friends and health-care professionals are fulfilling this mission.
1,Archaeological and Anthropological Society of Victoria, The Archaeological and Anthropological Society of Victoria or AASV is an incorporated association formed in 1976 in Melbourne Australia through the amalgamation of two earlier societies the Anthropological Society of Victoria formed in 1934 and the Archaeological Society of Victoria formed in 1964. The former was created from the efforts of gifted lecturer Frederic Wood Jones who attracted an enthusiastic non-academic audience to his public lectures in the 1930s.
1,Jako, Jako AG is a German sportswear company based in the Hollenbach district of Mulfingen Baden-Württemberg. The company was founded by Rudi Sprügel and his brother in 1989 in Stachenhausen. Jako now provides kits for major association football handball basketball and ice hockey teams among other sports internationally.
1,Mela (South Asian Entertainment Service), Mela is a global entertainment consumer service with one of the largest aggregations of premium South Asian video content. It was launched in October 2011 by Verismo Networks. Mela offers hit Bollywood and regional South Asian movies and live news and entertainment television channels. The service is distributed through a variety of streaming devices.
1,Yamato Scale, Yamato Scale Co. Ltd. (ヤマトスケール株式会社) is one of the leading global manufacturers of commercial weighing and packaging equipment headquartered in Akashi Hyōgo.The company was originally founded in 1922 as The Weighing Machine Division of Kawanishi Kikai K.K and later rebranded as Yamato Scale Ltd. in Japan where it became a prime mover in industrial weighing for the steel chemical and heavy industries.
1,Mainya Music, Mainya Music is an independent self-distributed record label formed by Isadar (Fabian I. Thibodeaux) in 1990. Mainya Music Entertainment was used subsequently as the label name to coincide with Isadar's (BMI) Broadcast Music Inc. affiliated publishing company Mainya Music Publishing. The label has evolved into Thibodeaux producing and releasing other types of music and videos including recordings of antique music boxes authentic Cajun music as well as Holiday and Classical genres.
1,ABC Cinemas, ABC Cinemas (Associated British Cinemas) was a cinema chain in the United Kingdom. A wholly owned subsidiary of Associated British Picture Corporation (ABPC) it operated between the 1930s and the late 1960s. The brand name was reused in the 1990s until 2000.
1,Kodak Express, Kodak Express is the worlds largest branded photo processing network operating in 41 countries and with over 26000 stores worldwide offering Kodak products and services including photo books gifts digital cameras frames and traditional printing. Stores are locally owned and operated with the support of Kodak and their regions program manager for marketing product purchasing and technical support.
1,Carlsberg Srbija, Carlsberg Srbija (full legal name: Carlsberg Srbija d.o.o. Čelarevo) is a beer brewery in Serbia majority owned by Danish Carlsberg Group since 2003. Known by its signature brand Lav pivo it is located in the village of Čelarevo in Bačka Palanka municipality and has around 600 employees.
1,Confederation Life, Confederation Life Insurance Company also known as Confederation Life was a major Canadian insurance company and financial services provider. Its global head office was located in Toronto in what is now the Rogers Building.
1,Fujimitsu Corporation, Document primarily translated from Japanese Wiki PageFujimitsu Corporation (フジミツ株式会社 Fujimitsu kabushiki-gaisha) is a manufacturer of fish surimi products based in the city of Nagato Yamaguchi Prefecture Japan. In 2008 it was Japan's eighth largest surimi manufacturer in terms of sales.
1,Bulgari, Bulgari (Italian pronunciation: [ˈbulɡari]) is an Italian jewelry and luxury goods company. The trademark is usually written BVLGARI in the classical Latin alphabet (where V = English U) and is derived from the surname of the company's Greek founder Sotirios Voulgaris (Greek: Σωτήριος Βούλγαρης Greek pronunciation: [soˈtirjos ˈvulɣaris] Italian: Sotirio Bulgari 1857–1932). The name Voulgaris itself contains the root word Βούλγαρ Greek for Bulgarian.
1,Fantasy Pictures, Fantasy Pictures Entertainment is a Chinese independent film production company and distributor founded by photographer Lin Fan in 2005. Focusing primarily on independent films Fantasy was involved in the production of Lou Ye's Summer Palace Robin Weng's Fujian Blue and Wang Bing's Fengming a Chinese Memoir.
1,West Donegal Railway, The West Donegal Railway (WDR) was a 3 ft (914 mm) narrow gauge railway in Ireland.
1,Monotaro, MonotaRO Co. Ltd. is a Japanese e-Commerce company of industrial supply products based in Hyogo Japan. The company was named to Forbes Asia Best Under A Billion list in 2013.
1,Publicis Omnicom Group, The Publicis Omnicom Group is a proposed advertising conglomerate announced on 28 July 2013 to be formed from a merger of Publicis and Omnicom.The move will create the world's biggest advertising group with market capitalisation of $35.1 billion pro-forma revenue of $22.7 billion and more than 130000 employees across the world. After the merger Publicis Omnicom and WPP are by far the largest advertising groups in the world.
1,Veja Sneakers, Veja is a brand of ecological and fair trade footwear and accessories. Born out of a desire for a new kind of fashion Veja works with cooperatives of small producers and social associations in Brazil and France.
1,Daedalic Entertainment, Daedalic Entertainment is a German software development and publishing company which has its place of business in Hamburg. The company gained outstanding attention with their earlier adventure games “Edna & Harvey: The Breakout” and “The Whispered World”.
1,Amdocs, Amdocs Limited is a provider of software and services for communications media and entertainment industry service providers. The company develops implements and manages software and services for business support systems (BSS) including billing customer relationship management (CRM) and for operations support systems (OSS). Amdocs is the market leader in Telecommunication Billing Services which forms the major strength of the company.
1,Permian Basin Royalty Trust, The Permian Basin Royalty Trust (NYSE: PBT) is a United States oil and natural gas royalty trust based in Dallas Texas. With a market capitalization of US $790000000 and an average daily trading volume of about 186000 shares at the end of 2007 it is one of the largest royalty trusts in the United States.
1,Maverick Entertainment Group, Maverick Entertainment Group is an American independent motion picture and DVD distribution company founded by Doug Schwab and based in South Florida.
1,Alkoomi Wines, Alkoomi Wines (often referred to simply as Alkoomi) is an Australian winery based at Frankland River in the Great Southern wine region of Western Australia. It was founded in 1971 by Merv and Judy Lange who have been described by Ray Jordan wine writer for The West Australian as two of the great pioneers of the WA wine industry.The winery's name is an Aboriginal word meaning watering place.
1,Harvey's, Harvey's is a fast food restaurant chain that operates in Canada with locations concentrated in southern Ontario southern Quebec as well as the Maritimes Manitoba British Columbia Saskatchewan Alberta and Newfoundland and Labrador. It serves hamburgers hot dogs french fries onion rings and other traditional fast food fare. The chain is owned by Cara Operations.
1,Madison Gate Records, Madison Gate Records is an American record label owned by Sony Pictures Entertainment specializing in soundtracks and other recordings derived from films television programs and other entertainment media.
1,Mäurer & Wirtz, Mäurer & Wirtz is a German manufacturer of personal care products and perfumes. Since 1990 the company has been an independent subsidiary of Dalli Group.The company is managed by the fifth generation of the Wirtz family. At the top of Mäurer & Wirtz bears today as managing partner Hermann Wirtz responsibility.The headquarters and production site is in Stolberg (Rhineland) in the city of Aachen with 400 employees.
1,InterJet, InterJet is a private jet charter operator in the Greek business aviation market. InterJet is based in Athens and serves the business community by chartering luxury private jets and helicopters for business needs and leisure breaks.
1,Damodar Valley Corporation, Damodar Valley Corporation is a thermal and hydro power generating public organization of India Under Ministry of Power Govt. of India headquartered in the city of Kolkata West Bengal India.
1,Savivo, Savivo is a Danish e-learning company based in Copenhagen. The company was founded in 2006 and is known for their educational games which has millions of users around the world.Savivo started out developing content for web browsers and has since embraced smartphones and tablets running on Android and iOS.
1,CipSoft, CipSoft GmbH or CIP is a video game developer based in Regensburg Germany which produces the online roleplaying game Tibia. They also market Tibia Micro Edition a cell-phone-based version of the game.
1,Dubai Islamic Bank, The Dubai Islamic Bank is an Islamic bank in Dubai established in 1975.
1,Hugendubel, Hugendubel is along with Thalia one of two major book retailers in Germany. It was founded in 1893 by Heinrich Karl Gustav Hugendubel in Munich.
1,Statoil (fuel station), Statoil is a chain of fuel stations operating in eight countries in Northern Europe. The chain is owned by Statoil Fuel & Retail and operates about 2300 stations.
1,NCS Pte Ltd, NCS Group (also known as NCS Pte Ltd or NCS previously known as National Computer Systems) is a multinational information technology and communications engineering company headquartered in Singapore. NCS has over 8000 staff located in more than 10 countries across Asia Pacific and Middle East regions.
1,Marex Spectron, Marex Spectron is a UK based broker of financial instruments in the commodities sector and energy markets providing voice and electronic trading and clearing services. It also brokers financial futures equities fixed income products and foreign exchange in addition to its core commodity markets.The company's clients are predominantly commodity producers and consumers banks hedge funds asset managers brokers commodity trading advisors and professional traders.
1,Stan James, Stan James is a British bookmaker established in 1973 and trades online under the name StanJames.com. The online company is based in Marina Bay Gibraltar with the firm's head office in Abingdon Oxfordshire England. StanJames.com is the trading name of Stan James (Gibraltar) PLC which is a remote gambling operator offering online mobile and telephone sports betting casino games and poker while Stan James (Abingdon) Limited operate over 90 betting shops across the UK.[citation needed]
1,Suncoast Credit Union, Suncoast Credit Union is a credit union headquartered in Tampa Florida chartered and regulated under the authority of the National Credit Union Administration (NCUA) of the U.S. federal government. Suncoast is the largest credit union in Florida. As of 2012 Suncoast had almost $5 billion in assets approximately 520000 members and 50 branches.
1,Claro Americas, Claro Americas is part of América Móvil a Mexican telecom group serving clients in Argentina Brazil Chile Colombia Costa Rica the Dominican Republic Ecuador El Salvador Guatemala Honduras Nicaragua Panama Paraguay Peru Puerto Rico and Uruguay. The company's name means bright clear or of course in Portuguese and Spanish.
1,Central Vermont Public Service, Central Vermont Public Service Corp. is the largest electricity supplier in Vermont. Its customer base covers 160000 people in 163 towns villages and cities in Vermont. The company generates revenue mainly though purchased electricity through its subsidiaries including C.V. Realty Inc. East Barnet Hydroelectric Inc. and Catamount Resources Corp (CRC).
1,Apatow Productions, Apatow Productions is an American film and television production company founded by Judd Apatow in 1999.
1,Taylor Nelson Sofres, TNS (formerly known as Taylor Nelson Sofres) is a leading market research and market information group. Formerly listed on the London Stock Exchange and a constituent of the FTSE 250 Index the firm was acquired by WPP Group in October 2008 for 1.6 billion pounds.
1,Old World Restorations Inc., Old World Restorations a Cincinnati Ohio Art Conservation and Restoration Studio founded by Douglas Eisele in 1978.
1,RS McColl, RS McColl or McColl's is a Scottish newsagent company named after Robert Smyth McColl who was a professional footballer. It was founded in 1901 by McColl and his brother Tom.RS McColl is a trading name of McColls Retail Group It has been a prominent Scottish confectioner and newsagent and has been owned in the past by Cadburys and the Southland Corporation of America (7-Eleven).
1,ThoughtSpeed Corporation, ThoughtSpeed Corporation is a Software Development company that specializes in web-based applications used in ordering and managing inventory as well as distribution of products.
1,Plessey, The Plessey Company plc was a British-based international electronics defence and telecommunications company. It originated in 1917 growing and diversifying into electronics. It expanded after the Second World War by acquisition of companies and formed overseas companies.It was listed on the London Stock Exchange and was a constituent of the FTSE 100 Index. In 1989 it was taken over by a consortium formed by GEC and Siemens which split the assets of the Plessey group.
1,FormGen, FormGen Corporation was a business software shareware and computer game company that was founded in 1987 by friends Randy MacLean and Robert Van Rycke in Bolton Ontario Canada as a software producer and distributor selling its text-based form generation program through Radio Shack stores in Canada. Van Rycke left the company in October 1988 and was replaced later by James Perkins.
1,Americast, Americast was a cable alternative broadcast Joint venture of five telephone companies: SBC BellSouth Corporation Ameritech Corporation GTE Corporation and SNET. The Walt Disney Company's Disney Televenture subsidiary was a programming partner. No standard delivery technologies was chosen for Americast with cable direct-broadcast satellite and microwave as options for partner companies to use.
1,GHD Group, GHD Pty Ltd (formerly known as Gutteridge Haskins & Davey) is an engineering architecture and environmental consulting firm.Established in 1928 GHD employs more than 6500 people across five continents in water energy and resources environment property and buildings and transportation.The company employs engineers architects planners scientists project managers and economists in 100+ offices across five continents.
1,Tamares Real Estate Investments, Tamares Real Estate Investments is a privately owned real estate investment company based in London. It is a subsidiary of Tamares Group headed by Poju Zabludowicz. Tamares is the largest landholder in downtown Las Vegas owning 40% of the land. Tamares acquires and operates its properties.
1,Hana Financial Group, Hana Financial Group (HFG) is one of the largest bank holding companies in Korea.The company was established in 1971 as Korea Investment & Finance the nation’s first financial company established financed solely by private fund. 'Hana' is a word in Korean meaning one or unity and Hana Financial Group's symbol ㅎ represents the first consonant of 'Hana or 하나' in Korean.Hana Bank Hana Financial Group’s primary banking subsidiary was converted into a commercial bank in 1991.
1,Angel Records, Angel Records is a record label founded by EMI. It was formed in 1953 and specialised in classical music but included an occasional operetta or Broadway score. Additionally the Angel mark was used by EMI its predecessors and affiliated companies since 1898. EMI's classical-music operations were sold to Warner Music Group in 2013. The status of which company owns Angel Records is undetermined at this time.
1,Guide (software company), Guide is a Miami Florida based technology startup company developing a newsreader app that translates text from online news sources blogs and social media streams into streaming audio and video. The company's apps include animal character readers.The company was founded in 2012 by chief executive officer Freddie Laker and privately launched its mobile app in alpha in February 2013.
1,Amarillo Records, Amarillo Records is a defunct independent record label that operated out of San Francisco from 1992 to 2001. It was owned by Gregg Turkington. The label specialized in releasing experimental post-punk avant-garde rock. It was also known for releasing several solo recordings by Church Of Satan founder Anton LaVeyand for the landmark representative compilation CD You Gan’t Boar Like An Eabla When You Work With Turkrys.
1,Dominion (supermarket), Dominion Stores was once a national chain of supermarkets in Canada which was still known as the Dominion of Canada at the time of the company's founding. The chain was founded in 1919 in Ontario and was later acquired by the Argus Corporation. It was later sold to The Great Atlantic and Pacific Tea Company (A&P) which ultimately restricted the chain to the Greater Toronto Area with stores outside Ontario sold to third parties.
1,Becton Dickinson, Becton Dickinson and Company (BD) is an American medical technology company that manufactures and sells medical devices instrument systems and reagents. Founded in 1897 and headquartered in Franklin Lakes New Jersey BD employs nearly 30000 people in more than 50 countries throughout the world. In fiscal year ending September 30 2009 60% of BD sales were generated from non-U.S.
1,Audiogram (label), Audiogram is an independent record label founded in Quebec in the 1980s. The label represents performers who have contributed to and have marked Quebec's cultural scene. In the 1990s Audiogram became home to many of the top local French artists and in 1993 expanded into the English-speaking Canadian market with Montreal rock group Gogh Van Go.
1,Iheartcomix, IHEARTCOMIX is a record label and event production company based in Los Angeles CA. IHEARTCOMIX was started in 2003 by Franki Chan for the purpose of throwing parties and publishing his own comic books.
